video_id,video_title,question_id,question,answer,difficulty
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q001,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q052,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q053,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q054,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q055,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q056,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q057,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q058,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q059,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q060,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q061,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q062,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q063,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q064,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q065,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q066,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q067,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q068,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q069,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q070,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q071,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q072,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q073,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q074,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q075,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q076,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q077,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q078,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q079,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q080,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q081,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q082,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q083,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q084,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q085,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q086,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q087,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q088,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q089,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q090,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q091,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q092,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q093,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q094,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q095,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q096,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q097,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q098,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q099,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q100,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q101,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q102,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q103,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q104,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q105,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q106,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q107,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q108,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q109,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q110,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q111,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q112,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q113,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q114,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q115,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q116,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q117,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q118,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q119,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q120,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q121,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q122,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q123,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q124,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q125,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q126,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q127,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q128,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q129,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q130,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q131,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q132,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q133,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q134,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q135,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q136,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q137,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q138,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q139,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q140,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q141,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q142,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q143,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q144,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q145,لماذا كان المقدم متحمسًا؟,لأنه هيجرب الطيارة اللي هتغيّر العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q146,ما سبب صعوبة إسقاط الطائرة؟,الطيارة صعب جدًا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q147,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q148,ما اسم المقدم؟,"المقدم ""إيريك سميث"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q149,أين كان يقف المقدم؟,"وهو واقف في Hangar واسع في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q150,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقة بسنين ضوئية.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q151,في أي شهر وسنة تدور الأحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q152,ما اسم الطائرة المذكورة؟,أقدم لحضرتك فخر الطيران الأمريكي الـF-35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q153,في أي ولاية جرت التجربة؟,"في ولاية ""تكساس"".",Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q154,ما اسم الشركة المصنعة؟,"اسمها ""لوكهيد مارتن"".",Easy
