video_id,video_title,question_id,question,answer,difficulty
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q001,ماذا ورد في هذا الموضع من النص؟,- صرح كبير،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q029,ما الذي قيل في هذا الجزء؟,أغلبية مش مسلمة أصلًا،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q030,ما النص الحرفي المذكور في هذه الفقرة؟,بين التسامح الديني والعدل،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q031,ماذا ورد في هذا الموضع من النص؟,سوف تصبح مفتاح للاستقرار،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q032,ما الجملة المذكورة في هذا السياق؟,يقلل الصراعات الداخلية بين هذه الشعوب.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q033,كيف صيغت العبارة هنا؟,زي ما أنا وانت عارفين،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q034,ما الذي قيل في هذا الجزء؟,على شوية رخاء اقتصادي،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q035,ما النص الحرفي المذكور في هذه الفقرة؟,من علوم وفنون،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q036,ماذا ورد في هذا الموضع من النص؟,زي المنمنمات، عملنا عنها حلقة.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q037,ما الجملة المذكورة في هذا السياق؟,"ازدهر تحت حُكم المغول في ""الهند""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q038,كيف صيغت العبارة هنا؟,إن بعض مؤرخين العمارة الإسلامية,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q039,ما الذي قيل في هذا الجزء؟,هي الأجمل على الإطلاق,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q040,ما النص الحرفي المذكور في هذه الفقرة؟,"في كل مدينة كبيرة في ""الهند""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q041,ماذا ورد في هذا الموضع من النص؟,من الحَجَر الرملي الأحمر،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q042,ما الجملة المذكورة في هذا السياق؟,لحوالي 50 ألف مصلّي، دا استاد!,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q043,كيف صيغت العبارة هنا؟,مع لون الحَجَر الرملي الأحمر,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q044,ما الذي قيل في هذا الجزء؟,اللي طولها بيوصل لحوالي 50 متر،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q045,ما النص الحرفي المذكور في هذه الفقرة؟,والزخرفة اللي موجودة جوا المسجد كوم تاني،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q046,ماذا ورد في هذا الموضع من النص؟,ما بين التفاصيل الدقيقة والبساطة،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q047,ما الجملة المذكورة في هذا السياق؟,متطعّمة بألوان بسيطة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q048,كيف صيغت العبارة هنا؟,من غير بهرجة، من غير تكلُّف،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q049,ما الذي قيل في هذا الجزء؟,كانت ساحرة من برة ومن جوا،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q050,ما النص الحرفي المذكور في هذه الفقرة؟,بس من غير ما تخلّ بوظيفة المكان،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q051,ماذا ورد في هذا الموضع من النص؟,عشان نركّز في العبادة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q052,ما الجملة المذكورة في هذا السياق؟,اختار إنه يخلّد ذكرى حبيبته وزوجته بالعمارة.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q053,كيف صيغت العبارة هنا؟,في الجمال والروعة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q054,ما الذي قيل في هذا الجزء؟,وأAsk You إن انت تفتح حوضك،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q055,ما النص الحرفي المذكور في هذه الفقرة؟,ونرجع لقصة السلطان بعد موت حبيبته.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q056,ماذا ورد في هذا الموضع من النص؟,"""احنا، يا جماعة، هنبني مجمّع ضخم.",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q057,ما الجملة المذكورة في هذا السياق؟,ومجموعة خانات،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q058,كيف صيغت العبارة هنا؟,"اللي هيعدّوا علينا.""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q059,ما الذي قيل في هذا الجزء؟,كانت غريبة جدًا وقتها،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q060,ما النص الحرفي المذكور في هذه الفقرة؟,"إن السوق والخانات والـ""بازار"" دا",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q061,ماذا ورد في هذا الموضع من النص؟,جزء من حياة الناس اليومية.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q062,ما الجملة المذكورة في هذا السياق؟,إيه الحُب دا؟! يخرب بيته!,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q063,كيف صيغت العبارة هنا؟,ش تقول (بيس كيك)!,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q064,ما الذي قيل في هذا الجزء؟,"""الأستاذية"" دي كانت لقب،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q065,ما النص الحرفي المذكور في هذه الفقرة؟,فكرة شعرية عبقرية،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q066,ماذا ورد في هذا الموضع من النص؟,"اللي موجود في ""القرآن""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q067,ما الجملة المذكورة في هذا السياق؟,"على نهر ""يامونا""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q068,كيف صيغت العبارة هنا؟,"أول ما تبص على ""تاج محل"" هي السيمترية،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q069,ما الذي قيل في هذا الجزء؟,نسخة صغيرة من الجنة على الأرض،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q070,ما النص الحرفي المذكور في هذه الفقرة؟,الموضوع كان له أبعاد صوفية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q071,ماذا ورد في هذا الموضع من النص؟,رمز لاتحاد السما والأرض،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q072,ما الجملة المذكورة في هذا السياق؟,في أجزاء المجمع التلاتة،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q073,كيف صيغت العبارة هنا؟,مقابر للعائلة المالكة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q074,ما الذي قيل في هذا الجزء؟,اللي فيه ضريح ومسجد وخان للمسافرين.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q075,ما النص الحرفي المذكور في هذه الفقرة؟,من بوابة المدخل الضخمة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q076,ماذا ورد في هذا الموضع من النص؟,هتلاقي مجرى مائي مستقيم،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q077,ما الجملة المذكورة في هذا السياق؟,وبين الضريح اللي في الآخر،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q078,كيف صيغت العبارة هنا؟,"اللي مذكورين في ""القرآن""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q079,ما الذي قيل في هذا الجزء؟,أشجار وورود وريحان وياسمين ونرجس،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q080,ما النص الحرفي المذكور في هذه الفقرة؟,في الشعر الفارسي والشعر الصوفي.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q081,ماذا ورد في هذا الموضع من النص؟,عملوا حاجة أجمل،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q082,ما الجملة المذكورة في هذا السياق؟,زي ما تكون كدا، خريطة روحية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q083,كيف صيغت العبارة هنا؟,يودّيك من بوابة الدنيا لقصر الآخرة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q084,ما الذي قيل في هذا الجزء؟,تاخدك من وقت للتاني بعيد عنها.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q085,ما النص الحرفي المذكور في هذه الفقرة؟,هنلاحظ حاجة غريبة جدًا،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q086,ماذا ورد في هذا الموضع من النص؟,وانت داخل من المدخل،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q087,ما الجملة المذكورة في هذا السياق؟,أعلى من اللي حواليه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q088,كيف صيغت العبارة هنا؟,إن هو عايم فوق الأرض،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q089,ما الذي قيل في هذا الجزء؟,حصل فيضان، يفضل محمي.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q090,ما النص الحرفي المذكور في هذه الفقرة؟,لمّا أقولّك إن القصر ضخم,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q091,ماذا ورد في هذا الموضع من النص؟,متحاوطة بـ4 مآذن ارتفاعهم 40 متر،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q092,ما الجملة المذكورة في هذا السياق؟,دا رخام بييجي من محاجر مخصوصة,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q093,كيف صيغت العبارة هنا؟,معمولة بالحَجَر الرملي الأحمر.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q094,ما الذي قيل في هذا الجزء؟,صح! أنا شايفها!,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q095,ما النص الحرفي المذكور في هذه الفقرة؟,أهم مبنى في العمارة الإسلامية.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q096,ماذا ورد في هذا الموضع من النص؟,"دا تصريح خطير!""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q097,ما الجملة المذكورة في هذا السياق؟,اللي عملنا عنه حلقة قبل كدا.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q098,كيف صيغت العبارة هنا؟,استخدموا تقنية اسمها Pietra Dura،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q099,ما الذي قيل في هذا الجزء؟,زي الياقوت والعقيق واللازورد والفيروز،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q100,ما النص الحرفي المذكور في هذه الفقرة؟,ورود وأزهار وأوراق دقيقة،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q101,ماذا ورد في هذا الموضع من النص؟,مش عشوائية،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q102,ما الجملة المذكورة في هذا السياق؟,في الشعر الصوفي والفارسي،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q103,كيف صيغت العبارة هنا؟,هنلاقي النقش عليها مش مسطح،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q104,ما الذي قيل في هذا الجزء؟,كل ما الشمس تتحرك.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q105,ما النص الحرفي المذكور في هذه الفقرة؟,مكتوبة بخط الثُلُث،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q106,ماذا ورد في هذا الموضع من النص؟,كل ما بترتفع بمستوى النظر،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q107,ما الجملة المذكورة في هذا السياق؟,على حسب زاوية الشمس،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q108,كيف صيغت العبارة هنا؟,ويعكسه بطريقة غريبة جدًا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q109,ما الذي قيل في هذا الجزء؟,زي الحياة بالظبط،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q110,ما النص الحرفي المذكور في هذه الفقرة؟,كل واحدة بتوصّل للتانية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q111,ماذا ورد في هذا الموضع من النص؟,زي الأخطبوط كدا.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q112,ما الجملة المذكورة في هذا السياق؟,لأوضة من الأوض الـ8 اللي في المبنى،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q113,كيف صيغت العبارة هنا؟,هي المركز اللي بيوزع للباقي،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q114,ما الذي قيل في هذا الجزء؟,هي الغرفة الرئيسية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q115,ما النص الحرفي المذكور في هذه الفقرة؟,اللي الناس ممكن تزورها،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q116,ماذا ورد في هذا الموضع من النص؟,موجودة في أوضة تحتها مباشرةً،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q117,ما الجملة المذكورة في هذا السياق؟,مش مفتوحة للزوار.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q118,كيف صيغت العبارة هنا؟,"أنا معايا واسطة.""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q119,ما الذي قيل في هذا الجزء؟,أنا لمّا هأروح هناك، هأعرف أخش،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q120,ما النص الحرفي المذكور في هذه الفقرة؟,"هيقولولك: (آه طبعًا، اتفضل!)""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q121,ماذا ورد في هذا الموضع من النص؟,هتلاقي زخارف متقسّمة لطبقات،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q122,ما الجملة المذكورة في هذا السياق؟,هتلاقي الفتحات اللي بتدخّل النور.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q123,كيف صيغت العبارة هنا؟,في تدرج من الأرض للسما،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q124,ما الذي قيل في هذا الجزء؟,الكلمة اللي انت قُلتها 7 مرات، دا الصوت.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q125,ما النص الحرفي المذكور في هذه الفقرة؟,ما تقدرش تميز الاتجاهات.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q126,ماذا ورد في هذا الموضع من النص؟,- انت مش معاك واسطة؟,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q127,ما الجملة المذكورة في هذا السياق؟,"بس مش عايز أتقّل على الواسطة!""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q128,كيف صيغت العبارة هنا؟,دا بيخلقلك إحساس باللانهائية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q129,ما الذي قيل في هذا الجزء؟,وفي لحظة اتجمّد فيها الزمن،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q130,ما النص الحرفي المذكور في هذه الفقرة؟,"في كل لحظة بتزور فيها ""تاج محل""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q131,ماذا ورد في هذا الموضع من النص؟,اتبنت في 22 سنة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q132,ما الجملة المذكورة في هذا السياق؟,من أمهر البنّائين والحرفيين،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q133,كيف صيغت العبارة هنا؟,"الرحالة الفرنسي ""فرانسوا بيرنييه""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q134,ما الذي قيل في هذا الجزء؟,أحلام الإمبراطور الرومانسية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q135,ما النص الحرفي المذكور في هذه الفقرة؟,عاشوا في هذه الفترة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q136,ماذا ورد في هذا الموضع من النص؟,استمرت حوالي 30 سنة،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q137,ما الجملة المذكورة في هذا السياق؟,بَنى مباني كتير جدًا مميزة،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q138,كيف صيغت العبارة هنا؟,مش بس حاجة على مستوى الرفاهية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q139,ما الذي قيل في هذا الجزء؟,في عقول وخيال المواطنين،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q140,ما النص الحرفي المذكور في هذه الفقرة؟,بلد الفن والعلوم والجمال والهندسة.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q141,ماذا ورد في هذا الموضع من النص؟,اللي كان مستقر سياسيًا وبديع معماريًا،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q142,ما الجملة المذكورة في هذا السياق؟,تحت الإقامة الجبرية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q143,كيف صيغت العبارة هنا؟,"يعمل فيه كدا؟!""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q144,ما الذي قيل في هذا الجزء؟,وصل للحُكم بنفس الطريقة،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q145,ما النص الحرفي المذكور في هذه الفقرة؟,لم يكن واضح،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q146,ماذا ورد في هذا الموضع من النص؟,الابن الكبير هو اللي بيتوارث الحُكم تلقائيًا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q147,ما الجملة المذكورة في هذا السياق؟,"على الضفة اللي قصاد ""تاج محل""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q148,كيف صيغت العبارة هنا؟,إن هو يسجن أبوه أو يذله، إنما يحيّده،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q149,ما الذي قيل في هذا الجزء؟,"خلّيك على جنب.""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q150,ما النص الحرفي المذكور في هذه الفقرة؟,بدل ما يكون شاهد قبره في النُص،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q151,ماذا ورد في هذا الموضع من النص؟,اللي هو بتاع مراته، يبقى جنبه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q152,ما الجملة المذكورة في هذا السياق؟,فيها تناظر وسيمترية زي كل حاجة في المكان،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q153,كيف صيغت العبارة هنا؟,من أول البوابة لحد أوض الضريح.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q154,ما الذي قيل في هذا الجزء؟,ما اتحطوش بسيمترية؟,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q155,ما النص الحرفي المذكور في هذه الفقرة؟,إن مكان ضريح السلطان,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q156,ماذا ورد في هذا الموضع من النص؟,راحت في إنها تبني حَجَر،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q157,ما الجملة المذكورة في هذا السياق؟,من غير ما يخطط،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q158,كيف صيغت العبارة هنا؟,بشكل يمكن حزين شوية،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q159,ما الذي قيل في هذا الجزء؟,وجود زائر، خارج نظام المكان، اللي هو بناه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q160,ما النص الحرفي المذكور في هذه الفقرة؟,"عمر ما ""شاه جهان"" كان هيعترض عليها،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q161,ماذا ورد في هذا الموضع من النص؟,كان المستشرقين بيروجوها،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q162,ما الجملة المذكورة في هذا السياق؟,"كان عايز يبني لنفسه هو ""تاج محل"" تاني،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q163,كيف صيغت العبارة هنا؟,على الضفة التانية من النهر،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q164,ما الذي قيل في هذا الجزء؟,إن الكلام دا لم يكن حقيقي،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q165,ما النص الحرفي المذكور في هذه الفقرة؟,سعيد بالقرب من حبيبته،,Easy
