video_id,video_title,question_id,question,answer,difficulty
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q031,ماذا ورد في هذا الموضع من النص؟,تتغلب على محدوديتك كفرد.,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q032,ما الجملة المذكورة في هذا السياق؟,عاملة زي ما تكون حاجة موجودة في الـDNA،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q033,كيف صيغت العبارة هنا؟,الضحية بتدخل المصيدة بإرادتها الحُرة،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q034,ما الذي قيل في هذا الجزء؟,للشخص اللي بينضم لهذه الطوائف،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q035,ما النص الحرفي المذكور في هذه الفقرة؟,بين كل طايفة والتانية,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q036,ماذا ورد في هذا الموضع من النص؟,في لحظات التحول،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q037,ما الجملة المذكورة في هذا السياق؟,على الإحساس بالهشاشة،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q038,كيف صيغت العبارة هنا؟,الحاجات المصايب الكبيرة،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q039,ما الذي قيل في هذا الجزء؟,حتى بين أهله وأصحابه.,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q040,ما النص الحرفي المذكور في هذه الفقرة؟,لو كان في حالته الطبيعية.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q041,ماذا ورد في هذا الموضع من النص؟,"كان هو بداية طائفة ""جونز""، اللي حكيتلك عنها،",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q042,ما الجملة المذكورة في هذا السياق؟,والستات رجعت تاني على البيوت.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q043,كيف صيغت العبارة هنا؟,لسة ما بقيتش واضحة،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q044,ما الذي قيل في هذا الجزء؟,"ظهر واعظ اسمه ""جيم جونز""،",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q045,ما النص الحرفي المذكور في هذه الفقرة؟,وفهم مخاوفهم كويس،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q046,ماذا ورد في هذا الموضع من النص؟,بمجتمع متساوي،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q047,ما الجملة المذكورة في هذا السياق؟,هيكون كل الناس مُرحَّب بيهم،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q048,كيف صيغت العبارة هنا؟,لم يكُن مجرد مكان للصلاة،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q049,ما الذي قيل في هذا الجزء؟,من عائلاتها ومشاكلها.,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q050,ما النص الحرفي المذكور في هذه الفقرة؟,ما كانش فيه أسهل من الكلام والخُطَب،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q051,ماذا ورد في هذا الموضع من النص؟,إن هو مؤمن بالمساواة،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q052,ما الجملة المذكورة في هذا السياق؟,ييجوا يحضروا قُدّاس الأحد مع البيض،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q053,كيف صيغت العبارة هنا؟,اتبنّوا أطفال من أعراق مختلفة،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q054,ما الذي قيل في هذا الجزء؟,ووزّع ملابس على المحتاجين.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q055,ما النص الحرفي المذكور في هذه الفقرة؟,ويخلّي الناس تقف وتصقف من الحماس،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q056,ماذا ورد في هذا الموضع من النص؟,الحلم اللي بيدوّروا عليه.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q057,ما الجملة المذكورة في هذا السياق؟,فيه حاجة ماسّة للانتماء،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q058,كيف صيغت العبارة هنا؟,اللي هو المعبد بتاعه،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q059,ما الذي قيل في هذا الجزء؟,للناس اللي بتجيله، لا أكثر ولا أقل.,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q060,ما النص الحرفي المذكور في هذه الفقرة؟,ما الراجل ماشي كويس أهو!,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q061,ماذا ورد في هذا الموضع من النص؟,بتقول على نفسها cult!,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q062,ما الجملة المذكورة في هذا السياق؟,بتبدأ من الخطوة اللي جاية،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q063,كيف صيغت العبارة هنا؟,لازم يتحول في نظر أتباعه,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q064,ما الذي قيل في هذا الجزء؟,بيعمل الخير، ويرميه البحر،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q065,ما النص الحرفي المذكور في هذه الفقرة؟,دايمًا بتبقى مزيج سام ومعقد،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q066,ماذا ورد في هذا الموضع من النص؟,"والـ""كاريزما"" الساحرة،",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q067,ما الجملة المذكورة في هذا السياق؟,لأ، دا عايزك تعبده!,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q068,كيف صيغت العبارة هنا؟,وبيعمل scan لكل نقط الضعف والاحتياجات،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q069,ما الذي قيل في هذا الجزء؟,وفيه صندوق على ضهري، (طلبات).,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q070,ما النص الحرفي المذكور في هذه الفقرة؟,لكل شخص قُدّامه.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q071,ماذا ورد في هذا الموضع من النص؟,"انتي مميزة عن باقي الـcult.""",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q072,ما الجملة المذكورة في هذا السياق؟,شايف هذه الضحية وسط الملايين من أتباعه.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q073,كيف صيغت العبارة هنا؟,يفرز دوبامين بسهولة،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q074,ما الذي قيل في هذا الجزء؟,حالة من إدمان القائد، زي ما بتدمن المخدرات.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q075,ما النص الحرفي المذكور في هذه الفقرة؟,مع الاحتياج بتاعك،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q076,ماذا ورد في هذا الموضع من النص؟,وانت عايز توصلّها،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q077,ما الجملة المذكورة في هذا السياق؟,بينك وبين اللي بتدوّر عليه،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q078,كيف صيغت العبارة هنا؟,حتى لو انت مش فاهم كلامه،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q079,ما الذي قيل في هذا الجزء؟,عشان تعرف تفهم.,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q080,ما النص الحرفي المذكور في هذه الفقرة؟,ونعرف تطبيقها على أرض الواقع.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q081,ماذا ورد في هذا الموضع من النص؟,هي كسر صورة رجُل الدين التقليدي الممل،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q082,ما الجملة المذكورة في هذا السياق؟,الكُتُب المقدسة على الأرض،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q083,كيف صيغت العبارة هنا؟,كان بيتلون بلون اللي قاعد معاه،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q084,ما الذي قيل في هذا الجزء؟,"""أنا اشتراكي، تعالى نغيّر العالم،",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q085,ما النص الحرفي المذكور في هذه الفقرة؟,"يقولّه: ""عادي، مش لازم تؤمن بربنا.""",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q086,ماذا ورد في هذا الموضع من النص؟,"مع الراجل اللي لسة مكلمه من شوية!""",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q087,ما الجملة المذكورة في هذا السياق؟,مهما كان انتماؤه،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q088,كيف صيغت العبارة هنا؟,زي المساواة والقضاء على الفقر؟ مين؟,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q089,ما الذي قيل في هذا الجزء؟,والعدالة الاشتراكية.,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q090,ما النص الحرفي المذكور في هذه الفقرة؟,لم يكُن لوحده كافي،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q091,ماذا ورد في هذا الموضع من النص؟,تثبتلنا إن انت فوق البشر!,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q092,ما الجملة المذكورة في هذا السياق؟,"وبيعمل مهام كأنه ""سوبرمان""،",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q093,كيف صيغت العبارة هنا؟,محصّن ضد الإرهاق والإنهاك،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q094,ما الذي قيل في هذا الجزء؟,الراجل، زي ما ممكن تكون توقعت،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q095,ما النص الحرفي المذكور في هذه الفقرة؟,وهو خارج من الكنيسة قُدّام الناس،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q096,ماذا ورد في هذا الموضع من النص؟,إنه شفا نفسه بنفسه، لأن جسمه مقدس،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q097,ما الجملة المذكورة في هذا السياق؟,وفضلوا يبصولّه كأنه إله!,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q098,كيف صيغت العبارة هنا؟,هتكون معجزة الشفاء،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q099,ما الذي قيل في هذا الجزء؟,يجبّس رجليهم وهُما نايمين،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q100,ما النص الحرفي المذكور في هذه الفقرة؟,"فيقولولها: ""انتي وقعتي، ورجليكي اتكسرت!""",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q101,ماذا ورد في هذا الموضع من النص؟,وسط تهليل وتبجيل من متابعيه،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q102,ما الجملة المذكورة في هذا السياق؟,"""قومي امشي.""",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q103,كيف صيغت العبارة هنا؟,"بتقوم ترقص ""تانجو""!",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q104,ما الذي قيل في هذا الجزء؟,"والراجل دا شفاني!""",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q105,ما النص الحرفي المذكور في هذه الفقرة؟,في حدود المعبد بتاعه،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q106,ماذا ورد في هذا الموضع من النص؟,بفضل عشرات السياسيين,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q107,ما الجملة المذكورة في هذا السياق؟,يعني شخصيات بذكاء السياسيين,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q108,كيف صيغت العبارة هنا؟,سواء بيعمل معجزات،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q109,ما الذي قيل في هذا الجزء؟,ويعملّه after effects،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q110,ما النص الحرفي المذكور في هذه الفقرة؟,حاطط إيده على كتلة تصويتية ضخمة،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q111,ماذا ورد في هذا الموضع من النص؟,معجزة أكبر بكتير من موضوع الجبس!,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q112,ما الجملة المذكورة في هذا السياق؟,"""جورج موسكوني"" لمنصب العمدة،",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q113,كيف صيغت العبارة هنا؟,"بركاتك يا عم ""جونز""!",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q114,ما الذي قيل في هذا الجزء؟,"كرئيس لهيئة الإسكان في ""سان فرانسيسكو""،",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q115,ما النص الحرفي المذكور في هذه الفقرة؟,وصل لأعلى المستويات.,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q116,ماذا ورد في هذا الموضع من النص؟,رجُل براجماتي،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q117,ما الجملة المذكورة في هذا السياق؟,في عيون أتباعه أكبر من مجرد قائد،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q118,كيف صيغت العبارة هنا؟,الـIdentity reconstruction بتحصل ازاي،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q119,ما الذي قيل في هذا الجزء؟,"حَطه العالِم ""ستيفن حسن""،",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q120,ما النص الحرفي المذكور في هذه الفقرة؟,عضو في طائفة Unification Church،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q121,ماذا ورد في هذا الموضع من النص؟,"وتحوّله إلى عروسة ""ماريونيت""،",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q122,ما الجملة المذكورة في هذا السياق؟,مبروك عليك الإنسان!,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q123,كيف صيغت العبارة هنا؟,لمّا سيطر على المعلومات،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q124,ما الذي قيل في هذا الجزء؟,عن العالَم الخطير الوحِش اللي برة دا،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q125,ما النص الحرفي المذكور في هذه الفقرة؟,"هينزل في مجلة ""نيو ويست""،",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q126,ماذا ورد في هذا الموضع من النص؟,حصلت جوا المعبد،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q127,ما الجملة المذكورة في هذا السياق؟,والاستغلال الجنسي للأعضاء،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q128,كيف صيغت العبارة هنا؟,إنه يهرب بـ1000 من أتباعه,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q129,ما الذي قيل في هذا الجزء؟,لآخر العالَم، لو طلب منهم،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q130,ما النص الحرفي المذكور في هذه الفقرة؟,وهُما على الفرّازة،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q131,ماذا ورد في هذا الموضع من النص؟,اللي عدّوا باختبارات كتير مرعبة،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q132,ما الجملة المذكورة في هذا السياق؟,في عز الحرب الباردة،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q133,كيف صيغت العبارة هنا؟,كانوا بيلعبوا الروليت الروسي مع بعض،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q134,ما الذي قيل في هذا الجزء؟,كان على حافة الفناء.,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q135,ما النص الحرفي المذكور في هذه الفقرة؟,ويختبر أتباعه،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q136,ماذا ورد في هذا الموضع من النص؟,كمان 12 سنة تقريبًا،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q137,ما الجملة المذكورة في هذا السياق؟,"""جيم"" بيستغل الخوف من السلاح النووي،",Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q138,كيف صيغت العبارة هنا؟,هتُقَع على الغرب الأوسط الأمريكي،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q139,ما الذي قيل في هذا الجزء؟,من أتباعه المخلصين،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q140,ما النص الحرفي المذكور في هذه الفقرة؟,"من ""إنديانا"" إلى ""كاليفورنيا"".",Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q141,ماذا ورد في هذا الموضع من النص؟,من الانفجار النووي اللي هيحصل،,Easy
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q142,ما الجملة المذكورة في هذا السياق؟,ويعرف مين مصدّق رسالته بجد،,Medium
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,NJ-JcDcff8o_Q143,كيف صيغت العبارة هنا؟,"يرمي حياته ورا ضهره، وييجي معايا.""",Easy
