video_id,video_title,question_id,question,answer,difficulty
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q001,ماذا ورد في هذا الموضع من النص؟,- يا سلام! وإيه بقى اللي حصل؟,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q021,ماذا ورد في هذا الموضع من النص؟,"كقاتل الرئيس الأمريكي ""جون إف. كينيدي"".",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q022,ما الجملة المذكورة في هذا السياق؟,في مينا أمريكي.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q023,كيف صيغت العبارة هنا؟,"حط لحظة وفاة ""جون. إف. كينيدي""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q024,ما الذي قيل في هذا الجزء؟,"في تاريخ ""أمريكا""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q025,ما النص الحرفي المذكور في هذه الفقرة؟,على وهم الأمان عند الأمريكان،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q026,ماذا ورد في هذا الموضع من النص؟,بيحاولوا يبيعوها للعالَم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q027,ما الجملة المذكورة في هذا السياق؟,زي ما بيحصل في (أوروبا),Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q028,كيف صيغت العبارة هنا؟,في أماكن مختلفة من العالم.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q029,ما الذي قيل في هذا الجزء؟,الرئيس الأمريكي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q030,ما النص الحرفي المذكور في هذه الفقرة؟,بيموت قُدّامنا على الشاشات!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q031,ماذا ورد في هذا الموضع من النص؟,احنا القوة اللي بتحكُم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q032,ما الجملة المذكورة في هذا السياق؟,هيبدأ يبقى هُناك أسئلة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q033,كيف صيغت العبارة هنا؟,قاتل فردي كدا لوحده، مع نفسه؟,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q034,ما الذي قيل في هذا الجزء؟,"عايزة تقتل ""كينيدي""؟",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q035,ما النص الحرفي المذكور في هذه الفقرة؟,مش عارفة تجاوب عليها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q036,ماذا ورد في هذا الموضع من النص؟,"وصفوا موت ""كينيدي"" بإنه...",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q037,ما الجملة المذكورة في هذا السياق؟,وإن الحقايق قُدّامهم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q038,كيف صيغت العبارة هنا؟,"""أمريكا"" خرجت نافشة ريشها،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q039,ما الذي قيل في هذا الجزء؟,السياسي والاقتصادي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q040,ما النص الحرفي المذكور في هذه الفقرة؟,زاد، بسم الله، ما شاء الله، 150%،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q041,ماذا ورد في هذا الموضع من النص؟,حرب عالمية تانية وكساد عظيم.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q042,ما الجملة المذكورة في هذا السياق؟,ظهور لأول مرة للطبقة الوسطى،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q043,كيف صيغت العبارة هنا؟,الحلم الأمريكي بتاع الأفلام،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q044,ما الذي قيل في هذا الجزء؟,زي ما احنا عارفين،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q045,ما النص الحرفي المذكور في هذه الفقرة؟,مستني ينفجر في أي لحظة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q046,ماذا ورد في هذا الموضع من النص؟,أول قاعدة في المدينة الفاضلة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q047,ما الجملة المذكورة في هذا السياق؟,لأي شيء غير مثالي أن يظهر،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q048,كيف صيغت العبارة هنا؟,ولكن ما يظهرش،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q049,ما الذي قيل في هذا الجزء؟,هُما موظفين في مشروع الحلم الأمريكي الكبير،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q050,ما النص الحرفي المذكور في هذه الفقرة؟,نخلّص الشغل ونرجع من الشغل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q051,ماذا ورد في هذا الموضع من النص؟,وقت الحرب، وقت ما كان الرجالة بيحاربوا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q052,ما الجملة المذكورة في هذا السياق؟,اللي بتعبّر عن العجز الذكوري،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q053,كيف صيغت العبارة هنا؟,اللي كانت القوى الناعمة بتحاول تظهرها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q054,ما الذي قيل في هذا الجزء؟,بنشوف رسالة واضحة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q055,ما النص الحرفي المذكور في هذه الفقرة؟,من جزء في حدوتة جميلة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q056,ماذا ورد في هذا الموضع من النص؟,واقفة بالريشة كدا.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q057,ما الجملة المذكورة في هذا السياق؟,ونرجع للشباب الصغير، النشء، البراعم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q058,كيف صيغت العبارة هنا؟,كل الأفكار بتاعتهم بيتقالّها لأ،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q059,ما الذي قيل في هذا الجزء؟,بتمرُّد بيظهر فجأة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q060,ما النص الحرفي المذكور في هذه الفقرة؟,"زي فيلم ""متمرد بلا قضية""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q061,ماذا ورد في هذا الموضع من النص؟,"بيعبّر عن ملايين الشباب في ""أمريكا""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q062,ما الجملة المذكورة في هذا السياق؟,هذه الصورة على مستوى الأفراد،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q063,كيف صيغت العبارة هنا؟,فيه حاجة كبيرة جدًا جدًا جدًا جدًا جدًا بتحصل،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q064,ما الذي قيل في هذا الجزء؟,"بعد مشروع ""مانهاتن"" كانت متطمنة",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q065,ما النص الحرفي المذكور في هذه الفقرة؟,"يجيلهم السوفييت يقولولهم: ""سلام عليكم!",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q066,ماذا ورد في هذا الموضع من النص؟,والناس عايشة في رعب شديد،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q067,ما الجملة المذكورة في هذا السياق؟,بتمرّن العيال على حالات الطوارئ،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q068,كيف صيغت العبارة هنا؟,مش حريقة في فصل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q069,ما الذي قيل في هذا الجزء؟,"ممكن تقولّي على التمرين يا (أبو حميد)؟!""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q070,ما النص الحرفي المذكور في هذه الفقرة؟,بقت بتبني ملاجئ من القنابل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q071,ماذا ورد في هذا الموضع من النص؟,معاه قنبلة نووية، عايش في قارة بعيدة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q072,ما الجملة المذكورة في هذا السياق؟,بيدخلوا في حالة من البارانويا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q073,كيف صيغت العبارة هنا؟,"لأفكار ""الاتحاد السوفييتي""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q074,ما الذي قيل في هذا الجزء؟,"قادها السيناتور ""جوزيف مكارثر""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q075,ما النص الحرفي المذكور في هذه الفقرة؟,نسخة القرن الـ20،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q076,ماذا ورد في هذا الموضع من النص؟,أو يعرف حد شيوعي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q077,ما الجملة المذكورة في هذا السياق؟,ممكن يبقى عارف حد إنه شيوعي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q078,كيف صيغت العبارة هنا؟,هيمتد حتى لسياساتهم الخارجية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q079,ما الذي قيل في هذا الجزء؟,اللي احنا عايزين نحاربهم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q080,ما النص الحرفي المذكور في هذه الفقرة؟,"ما بنحاربش بعض.""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q081,ماذا ورد في هذا الموضع من النص؟,هتبدأ الـCIA والمخابرات الأمريكية,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q082,ما الجملة المذكورة في هذا السياق؟,في أي أماكن نفوذهم بيتهدد فيها،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q083,كيف صيغت العبارة هنا؟,هتكون طالعة من جواها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q084,ما الذي قيل في هذا الجزء؟,هنجد إن هُناك الملايين من الـAfro Americans,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q085,ما النص الحرفي المذكور في هذه الفقرة؟,وهو العنصرية،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q086,ماذا ورد في هذا الموضع من النص؟,"ما يُعرف بـ""قوانين (جيم كرو)""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q087,ما الجملة المذكورة في هذا السياق؟,اللي كانت بتفصل السود عن البيض في كل حاجة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q088,كيف صيغت العبارة هنا؟,إن انت ممكن تبقى مجرم!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q089,ما الذي قيل في هذا الجزء؟,إنه صفّر لست بيضا في محل.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q090,ما النص الحرفي المذكور في هذه الفقرة؟,"""اللي عذبوه وقتلوه حصلّهم إيه؟""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q091,ماذا ورد في هذا الموضع من النص؟,على جنازة بتابوت مفتوح للولد،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q092,ما الجملة المذكورة في هذا السياق؟,"عملوا إيه في ابني.""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q093,كيف صيغت العبارة هنا؟,"صدمة كبيرة جدًا جدًا في ""أمريكا"".",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q094,ما الذي قيل في هذا الجزء؟,"في مقاطعة ""مونتجمري""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q095,ما النص الحرفي المذكور في هذه الفقرة؟,من على الكرسي بتاعها في الأتوبيس,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q096,ماذا ورد في هذا الموضع من النص؟,داخل عليك رجُل أبيض، المفروض تقومله،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q097,ما الجملة المذكورة في هذا السياق؟,تجرأت على هذا الفعل الفردي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q098,كيف صيغت العبارة هنا؟,"لأتوبيسات ""مونتجمري""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q099,ما الذي قيل في هذا الجزء؟,بيظهرلنا قس شاب،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q100,ما النص الحرفي المذكور في هذه الفقرة؟,بيوحّد غضب السود,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q101,ماذا ورد في هذا الموضع من النص؟,"على سياسة اللاعنف، ""مش هنحاربهم.""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q102,ما الجملة المذكورة في هذا السياق؟,إن هُما ينهوا الفصل في الأتوبيسات،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q103,كيف صيغت العبارة هنا؟,يخالفوا قوانين العنصرية دي بنفسهم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q104,ما الذي قيل في هذا الجزء؟,"وحُط عينك في عينه، انت مش أقل منه في حاجة.""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q105,ما النص الحرفي المذكور في هذه الفقرة؟,"المخصصة للبيض في ""نورث كارولينا""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q106,ماذا ورد في هذا الموضع من النص؟,وهنا، بيبدأ تحدي مباشر لقوانين الفصل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q107,ما الجملة المذكورة في هذا السياق؟,"احترامًا للي ""مارتن لوثر كينج"" كان بيقوله",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q108,كيف صيغت العبارة هنا؟,"محتاجين نلتزم السلمية.""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q109,ما الذي قيل في هذا الجزء؟,في التعامل مع المُواطن الأمريكي لا يُحتمل،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q110,ما النص الحرفي المذكور في هذه الفقرة؟,اللي فيها حرية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q111,ماذا ورد في هذا الموضع من النص؟,إن فيه طريق أفضل،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q112,ما الجملة المذكورة في هذا السياق؟,فيه هؤلاء الناس المحرومين من هذا الحلم؟!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q113,كيف صيغت العبارة هنا؟,ويرجّع للإمبراطورية توازنها.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q114,ما الذي قيل في هذا الجزء؟,"- ""مين يا (أبو حميد)؟""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q115,ما النص الحرفي المذكور في هذه الفقرة؟,"ونخش بيت عيلة ""كينيدي""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q116,ماذا ورد في هذا الموضع من النص؟,رجُل من أصل أيرلندي كاثوليكي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q117,ما الجملة المذكورة في هذا السياق؟,مش accepted!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q118,كيف صيغت العبارة هنا؟,ما كانتش قابلاه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q119,ما الذي قيل في هذا الجزء؟,زي ما تقول كدا، أشعل نار جواه,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q120,ما النص الحرفي المذكور في هذه الفقرة؟,كان ابن مثالي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q121,ماذا ورد في هذا الموضع من النص؟,اللي بيضعف المناعة.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q122,ما الجملة المذكورة في هذا السياق؟,كان بيقضّيها في المستشفيات.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q123,كيف صيغت العبارة هنا؟,قاعد على السرير كدا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q124,ما الذي قيل في هذا الجزء؟,ويخش لأخوه وصاحبه يضرب معاه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q125,ما النص الحرفي المذكور في هذه الفقرة؟,إن هو اللي هيكسب في الخناقة.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q126,ماذا ورد في هذا الموضع من النص؟,هيخلّيه يخرج من عباية أبوه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q127,ما الجملة المذكورة في هذا السياق؟,تخش الحرب العالمية التانية،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q128,كيف صيغت العبارة هنا؟,كان بينتقد العزلة الأمريكية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q129,ما الذي قيل في هذا الجزء؟,لا، دا بيهدد العالّم كله؟!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q130,ما النص الحرفي المذكور في هذه الفقرة؟,لحد سنة 1944،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q131,ماذا ورد في هذا الموضع من النص؟,"بتنتهي، يا عزيزي، بوفاة أخوه ""جو جونيور"".",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q132,ما الجملة المذكورة في هذا السياق؟,كانت في مهمة انتحارية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q133,كيف صيغت العبارة هنا؟,قبل ما يلحق ينُط منها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q134,ما الذي قيل في هذا الجزء؟,"في إنه يبقى عنده ابن رئيس ""أمريكا"" القادم،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q135,ما النص الحرفي المذكور في هذه الفقرة؟,"عن الحلم الأمريكي، اللي أنا كنت مربّيه!""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q136,ماذا ورد في هذا الموضع من النص؟,نجح إنه ينقذ الباقيين اللي معاه.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q137,ما الجملة المذكورة في هذا السياق؟,في كل الصحف بعنوان:,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q138,كيف صيغت العبارة هنا؟,اسم الله عليه، اسم الله عليه!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q139,ما الذي قيل في هذا الجزء؟,كانت مغطية على بعض الحقايق  في هذه الحادثة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q140,ما النص الحرفي المذكور في هذه الفقرة؟,كان المفروض هو اللي يغرّقه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q141,ماذا ورد في هذا الموضع من النص؟,"على أمراض ""جون"" الجسدية،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q142,ما الجملة المذكورة في هذا السياق؟,والملاريا والعملية بتاعة الزورق،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q143,كيف صيغت العبارة هنا؟,"""ابني بطل، ابني بطل.""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q144,ما الذي قيل في هذا الجزء؟,قبل أن يكون هُناك لجان إلكترونية!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q145,ما النص الحرفي المذكور في هذه الفقرة؟,"لحد ما يدخل الـ""كونجرس""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q146,ماذا ورد في هذا الموضع من النص؟,بصورة الشاب الوسيم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q147,ما الجملة المذكورة في هذا السياق؟,واقف أمامنا بالمسكّنات والكورتيزون،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q148,كيف صيغت العبارة هنا؟,ماشي بشنطة الأدوية!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q149,ما الذي قيل في هذا الجزء؟,ليس مفروشًا بالورود،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q150,ما النص الحرفي المذكور في هذه الفقرة؟,كان أشبه بقُمار،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q151,ماذا ورد في هذا الموضع من النص؟,فهم المزاج الأمريكي في اللحظة دي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q152,ما الجملة المذكورة في هذا السياق؟,اللي احنا عايشينه دا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q153,كيف صيغت العبارة هنا؟,بمظهر ليّن ومتساهل مع الشيوعية،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q154,ما الذي قيل في هذا الجزء؟,"قبل ما تبدأ.""",Medium
