video_id,video_title,question_id,question,answer,difficulty
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q023,كيف صيغت العبارة هنا؟,انت، يا ابني، من ساعة ما اتولدت...,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q024,ما الذي قيل في هذا الجزء؟,وأنا شايف فيك جينات أمك...,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q025,ما النص الحرفي المذكور في هذه الفقرة؟,المشكلة دي لازم تتحلّ فعلًا!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q026,ماذا ورد في هذا الموضع من النص؟,"من كام يوم، كنت بكلّم الـ""دليفري""،",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q027,ما الجملة المذكورة في هذا السياق؟,"قُلتله: عايز فطيرة سجق ""شيري""،",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q028,كيف صيغت العبارة هنا؟,بدل ما أقولّه: فطيرة سجق شيدر!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q029,ما الذي قيل في هذا الجزء؟,كنت، يعني، تاخد منّي الذكاء،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q030,ما النص الحرفي المذكور في هذه الفقرة؟,وخُد منها الجَمال بس،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q031,ماذا ورد في هذا الموضع من النص؟,ليه خدت منها الذكاء، وخدت منّي الجَمال؟!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q032,ما الجملة المذكورة في هذا السياق؟,ليه كدا يا لساني؟!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q033,كيف صيغت العبارة هنا؟,ما سهلة أهي! سهلة!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q034,ما الذي قيل في هذا الجزء؟,اسمع...,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q035,ما النص الحرفي المذكور في هذه الفقرة؟,ركّز معايا...,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q036,ماذا ورد في هذا الموضع من النص؟,أنا سايبلكم عَقد البيت...,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q037,ما الجملة المذكورة في هذا السياق؟,في خَزنة.,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q038,كيف صيغت العبارة هنا؟,كلمة السِرّ...,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q039,ما الذي قيل في هذا الجزء؟,"- ""زاندو"".",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q040,ما النص الحرفي المذكور في هذه الفقرة؟,"- ""زبادو""؟!",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q041,ماذا ورد في هذا الموضع من النص؟,"""زبادو"" إيه يا بني آدم؟!",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q042,ما الجملة المذكورة في هذا السياق؟,"بقولّك: ""زاندو"".",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q043,كيف صيغت العبارة هنا؟,- آه!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q044,ما الذي قيل في هذا الجزء؟,- تمام، تمام، تمام، خلاص!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q045,ما النص الحرفي المذكور في هذه الفقرة؟,"كلمة السر ""هبدوه"".",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q046,ماذا ورد في هذا الموضع من النص؟,"""أحمد""...",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q047,ما الجملة المذكورة في هذا السياق؟,قرّب، عشان تسمعني كويس...,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q048,كيف صيغت العبارة هنا؟,- قرّب!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q049,ما الذي قيل في هذا الجزء؟,- نعم يا بابا؟,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q050,ما النص الحرفي المذكور في هذه الفقرة؟,طُظ فيك!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q051,ماذا ورد في هذا الموضع من النص؟,إيه؟! رُز بالفِريك؟!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q052,ما الجملة المذكورة في هذا السياق؟,انت كنت جَعان يا بابا؟!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q053,كيف صيغت العبارة هنا؟,أنا آسف إني ما طلبتكش حاجة!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q054,ما الذي قيل في هذا الجزء؟,"الـ""بوفيه""!",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q055,ما النص الحرفي المذكور في هذه الفقرة؟,ياه! أبويا مات وهو جعان!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q056,ماذا ورد في هذا الموضع من النص؟,يلّا يا شباب، ناخد thumbnail!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q057,ما الجملة المذكورة في هذا السياق؟,أعزائي المشاهدين،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q058,كيف صيغت العبارة هنا؟,السلام عليكم ورحمة الله وبركاته،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q059,ما الذي قيل في هذا الجزء؟,أهلًا بكم في حلقة جديدة،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q060,ما النص الحرفي المذكور في هذه الفقرة؟,"من برنامج ""الدحّيح""!",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q061,ماذا ورد في هذا الموضع من النص؟,عزيزي المشاهد الجميل، خلّيني آخدك,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q062,ما الجملة المذكورة في هذا السياق؟,"إلى ليلة الـ""هالوين""، 30 أكتوبر سنة 1938،",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q063,كيف صيغت العبارة هنا؟,ملايين الأمريكان في البيوت,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q064,ما الذي قيل في هذا الجزء؟,بيسمعوا برنامج موسيقى في الراديو.,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q065,ما النص الحرفي المذكور في هذه الفقرة؟,فجأة، البرنامج بيتقطِع،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q066,ماذا ورد في هذا الموضع من النص؟,والمذيع بيقول بصوت متوتر:,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q067,ما الجملة المذكورة في هذا السياق؟,"""نقطع برنامجنا،",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q068,كيف صيغت العبارة هنا؟,"لنُذيع عليكم هذا النبأ الهام.""",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q069,ما الذي قيل في هذا الجزء؟,الناس توقعت، يا عزيزي، إنها تسمع حادثة،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q070,ما النص الحرفي المذكور في هذه الفقرة؟,خطاب للرئيس الأمريكي،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q071,ماذا ورد في هذا الموضع من النص؟,ولكن اللي سمعوه كان أغرب من الخيال،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q072,ما الجملة المذكورة في هذا السياق؟,"المذيع قال: ""هُناك أجسام غريبة",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q073,كيف صيغت العبارة هنا؟,هبطت على (نيو جيرسي)،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q074,ما الذي قيل في هذا الجزء؟,وكائنات فضائية خرجت منها،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q075,ما النص الحرفي المذكور في هذه الفقرة؟,كائنات بتستخدم أشعة حرارية,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q076,ماذا ورد في هذا الموضع من النص؟,بتموّت أي حد يقرّبلها.,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q077,ما الجملة المذكورة في هذا السياق؟,"الجيش حاول يوقّفهم، ولكنه فشل.""",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q078,كيف صيغت العبارة هنا؟,طبعًا، يا عزيزي، مش محتاج أقولّك,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q079,ما الذي قيل في هذا الجزء؟,"إن الرعب انتشر في ""أمريكا""،",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q080,ما النص الحرفي المذكور في هذه الفقرة؟,الناس سابت بيوتها وهربت في الشوارع،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q081,ماذا ورد في هذا الموضع من النص؟,خطوط التليفونات وقعِت،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q082,ما الجملة المذكورة في هذا السياق؟,آلاف صدّقوا إن نهاية العالم بتحصل،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q083,كيف صيغت العبارة هنا؟,"وإن الـaliens احتلوا ""الأرض"".",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q084,ما الذي قيل في هذا الجزء؟,تاني يوم، يا عزيزي،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q085,ما النص الحرفي المذكور في هذه الفقرة؟,الناس بتكتشف إن كل دا كان فِشِنك،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q086,ماذا ورد في هذا الموضع من النص؟,مجرد حلقة من تمثيلية إذاعية،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q087,ما الجملة المذكورة في هذا السياق؟,مُقتبَسة من رواية الخيال العلمي,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q088,كيف صيغت العبارة هنا؟,The War of The Worlds،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q089,ما الذي قيل في هذا الجزء؟,حلقة، يا عزيزي،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q090,ما النص الحرفي المذكور في هذه الفقرة؟,"عملها شابّ اسمه ""أورسون ويلز"".",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q091,ماذا ورد في هذا الموضع من النص؟,الدنيا، يا عزيزي، اتقلبت عليه،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q092,ما الجملة المذكورة في هذا السياق؟,الجرايد والناس هاجموه بشِدّة،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q093,كيف صيغت العبارة هنا؟,قدّموا شكاوى,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q094,ما الذي قيل في هذا الجزء؟,"لـ""هيئة الاتصالات الفيدرالية""،",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q095,ما النص الحرفي المذكور في هذه الفقرة؟,وبالفعل، يا عزيزي، بيتفتح تحقيق،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q096,ماذا ورد في هذا الموضع من النص؟,ولكن لو جيت بصّيت في القوانين،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q097,ما الجملة المذكورة في هذا السياق؟,مش هتلاقي ولا قانون ممكن يعاقبه وقتها.,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q098,كيف صيغت العبارة هنا؟,هُناك جِهة واحدة,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q099,ما الذي قيل في هذا الجزء؟,شافت في اللي حصل دا فرصة عظيمة،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q100,ما النص الحرفي المذكور في هذه الفقرة؟,"""هوليوود"" يا معلِّم.",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q101,ماذا ورد في هذا الموضع من النص؟,"""لو شابّ قدِر يسيطر على عواطف الجمهور",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q102,ما الجملة المذكورة في هذا السياق؟,بشريط صوت وشوية مؤثرات صوتية،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q103,كيف صيغت العبارة هنا؟,إيه اللي ممكن يعمله,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q104,ما الذي قيل في هذا الجزء؟,"لو ادّيناله الكاميرا وعمل فيلم؟!""",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q105,ما النص الحرفي المذكور في هذه الفقرة؟,وبالفعل، يا عزيزي، الليلة دي كانت البداية،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q106,ماذا ورد في هذا الموضع من النص؟,"بداية لمسيرة ""أورسون ويلز""",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q107,ما الجملة المذكورة في هذا السياق؟,لفيلم هيغيّر مسيرة السينما للأبد.,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q108,كيف صيغت العبارة هنا؟,"""يا نهار أسود يا (أبو حميد)!",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q109,ما الذي قيل في هذا الجزء؟,هو (أورسون ويلز),Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q110,ما النص الحرفي المذكور في هذه الفقرة؟,هو اللي عمل فيلم (إبراهيم الأبيض)،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q111,ماذا ورد في هذا الموضع من النص؟,إخراج (مروان حامد) وبطولة (أحمد السقّا)؟!،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q112,ما الجملة المذكورة في هذا السياق؟,كتابة الأستاذ (عبّاس أبو الحسن)؟!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q113,كيف صيغت العبارة هنا؟,"الجدع أبو سكسوكة دا؟!""",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q114,ما الذي قيل في هذا الجزء؟,المشكلة، يا عزيزي،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q115,ما النص الحرفي المذكور في هذه الفقرة؟,إن انت عارف المعلومات كلها!,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q116,ماذا ورد في هذا الموضع من النص؟,لأ طبعًا!,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q117,ما الجملة المذكورة في هذا السياق؟,"""أورسون ويلز"" عمل فيلم تاني",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q118,كيف صيغت العبارة هنا؟,غيّر شكل السينما للأبد،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q119,ما الذي قيل في هذا الجزء؟,فيلم اسمه Citizen Kane.,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q120,ما النص الحرفي المذكور في هذه الفقرة؟,"عشان نفهم، يا عزيزي، ليه ""هوليوود"" شافت",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q121,ماذا ورد في هذا الموضع من النص؟,في هذا الشخص وهذه الفكرة فرصة،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q122,ما الجملة المذكورة في هذا السياق؟,"خلّينا نبُص على شكل أفلام ""هوليوود""",Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q123,كيف صيغت العبارة هنا؟,في نهاية التلاتينات.,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q124,ما الذي قيل في هذا الجزء؟,السينما، يا عزيزي، كانت خرجت,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q125,ما النص الحرفي المذكور في هذه الفقرة؟,"من عصر الصامت بتاع ""تشارلي تشابلن""،",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q126,ماذا ورد في هذا الموضع من النص؟,ودخلت عصر جديد,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q127,ما الجملة المذكورة في هذا السياق؟,سيطرت فيه الاستوديوهات الكبيرة على الإنتاج،,Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q128,كيف صيغت العبارة هنا؟,وخلّت معظم الأفلام قوالب جاهزة،,Medium
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q129,ما الذي قيل في هذا الجزء؟,"زي مثلًا أفلام الـ""ويسترن""،",Easy
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,ArytJ_HZ-1E_Q130,ما النص الحرفي المذكور في هذه الفقرة؟,البطل بيحارب الأشرار، وبينتصر في الآخر،,Medium
